	struct	inchi_key	method	status
1168	C(CC(C(O)=O)N)(C(CO)O)=O	XJIYOKDVFWLEER-UHFFFAOYSA-N	chemaxon	valid
1169	C(CC(C(O)=O)O)(C(CN)O)=O	MJWHBHSKZKWMJW-UHFFFAOYSA-N	chemaxon	valid
1170	C(C(C(C(CCO)=O)O)N)(O)=O	HNMHLILCEAQRRR-UHFFFAOYSA-N	chemaxon	valid
1171	C(C(C(C(O)=O)O)O)(CCN)=O	ZSBSOESHMQYYNV-UHFFFAOYSA-N	chemaxon	valid
1172	C(CC(C(C(C(O)=O)O)O)N)=O	ZDKZWFNWPLHVQY-UHFFFAOYSA-N	chemaxon	valid
1173	C(CC(C(C(C=O)O)O)N)(O)=O	MYHNPRAOJAXAJF-UHFFFAOYSA-N	chemaxon	valid
1174	C(C1(CC(C(CO)O1)O)O)(O)=O	RCUMQJPRQWRUNN-UHFFFAOYSA-N	chemaxon	valid
1175	C(CC1(C(C(CO1)O)O)O)(O)=O	MJUPLURDUFOEKJ-UHFFFAOYSA-N	chemaxon	valid
1176	C(C(C1(CC(CO1)O)O)O)(O)=O	MUWRQBRLVMGTEA-UHFFFAOYSA-N	chemaxon	valid
1177	C(C1C(CC(CO)(O1)O)O)(O)=O	SXEZWENXOXBCPK-UHFFFAOYSA-N	chemaxon	valid
1178	C(C1C(C(C(C)(O1)O)O)O)(O)=O	XIJOPDCWLZXWBK-UHFFFAOYSA-N	chemaxon	valid
1179	C(C(C1C(CC(O)O1)O)O)(O)=O	DYURMEIQOWPRHA-UHFFFAOYSA-N	chemaxon	valid
1180	C(C1(CC(C(CO1)O)O)O)(O)=O	SQMDJKFNRLCHMW-UHFFFAOYSA-N	chemaxon	valid
1181	C(C1C(C(CC(O1)O)O)O)(O)=O	JMZFHBIADDYOTC-UHFFFAOYSA-N	chemaxon	valid
1182	C1(C(CC(C1(CO)O)O)O)=O	HKXCKZVYORVQST-UHFFFAOYSA-N	chemaxon	valid
1183	C1(C(CC(C1(CO)O)O)N)=O	VESSXFWKXKVRBE-UHFFFAOYSA-N	chemaxon	valid
1184	C(C1(C(C(CC1O)N)O)O)=O	PNTIHRSZEYVMAO-UHFFFAOYSA-N	chemaxon	valid
1185	C1(CC(C(C1(CO)N)O)O)=O	DSQBFMUEPAPLJR-UHFFFAOYSA-N	chemaxon	valid
1186	C(C1(C(CCC1O)=O)O)=O	YCGIMCIBWHLIGF-UHFFFAOYSA-N	chemaxon	valid
1187	C(C1(C(CC(C1N)O)O)O)=O	BGOWUKBTGKIISB-UHFFFAOYSA-N	chemaxon	valid
1188	C1C(C(C(C=1)=O)(CO)O)O	NCKMZWFKQTWDTD-UHFFFAOYSA-N	chemaxon	valid
1189	C(C1(C(C=CC1O)O)O)=O	DAGUNFGFQCYQSP-UHFFFAOYSA-N	chemaxon	valid
1190	C1(CC(C(C1(CO)O)O)N)=O	CZNQVPXDOMKNRZ-UHFFFAOYSA-N	chemaxon	valid
1191	C1(CC(C(C1(CN)O)O)O)=O	PIECNFZMEOAFDX-UHFFFAOYSA-N	chemaxon	valid
1192	C1(C(C(C(C1(CO)CO)O)O)O)=O	RBRFBFRUSIGOIB-UHFFFAOYSA-N	chemaxon	valid
1193	C1(CC(C(C(C1(CO)O)O)O)O)=O	IFKKBHRJEVYBQS-UHFFFAOYSA-N	chemaxon	valid
1194	C(C1(CO)C(C(C(C1O)O)O)O)=O	UGYYSEYFFSTYBE-UHFFFAOYSA-N	chemaxon	valid
1195	C(C(CO)(C(CO)(CO)O)O)=O	DYBBGKCMRWDTGW-UHFFFAOYSA-N	chemaxon	valid
1196	C(C(C(C)=O)(C(CO)(CO)O)O)=O	BDNIBSZNAMOJSM-UHFFFAOYSA-N	chemaxon	valid
1197	C(C)(C(CO)(C(CO)(CO)O)O)=O	VDHUMHRCVUELRI-UHFFFAOYSA-N	chemaxon	valid
1198	C(C(C=O)(C(CO)(CO)O)O)=O	RGKXFBFJAWWMPG-UHFFFAOYSA-N	chemaxon	valid
1199	C(C(CO)(C(C(CO)O)O)O)=O	ZGVNGXVNRCEBDS-UHFFFAOYSA-N	chemaxon	valid
1200	C(C(CO)(C(CO)(CN)O)O)=O	BCMSYLLAQDMXKN-UHFFFAOYSA-N	chemaxon	valid
1201	C(C(CO)(C(C(C)=O)O)O)=O	KSPZMTWVXVIPRP-UHFFFAOYSA-N	chemaxon	valid
1202	C(C(CO)(C(C=O)(C)O)O)=O	LLKJMSOIEJAFOF-UHFFFAOYSA-N	chemaxon	valid
1203	C(C(CO)(C(CC(CO)=O)O)O)=O	XQSCORRKBGBOQU-UHFFFAOYSA-N	chemaxon	valid
1204	C(C(CO)(C(CO)(CC=O)O)O)=O	ZFFYJLDHYIWBBE-UHFFFAOYSA-N	chemaxon	valid
1205	C(C(C(C)=O)(C(C(CO)O)O)O)=O	QCIWCJSJDOBRHF-UHFFFAOYSA-N	chemaxon	valid
1206	C(C(CO)(C(C(C(C)=O)O)O)O)=O	WNIPZTNIUAPNNS-UHFFFAOYSA-N	chemaxon	valid
1207	C(C(CO)(C(C)(C(C=O)O)O)O)=O	QUCWDSAPTQXFTQ-UHFFFAOYSA-N	chemaxon	valid
1208	C(C(CO)(C(C=O)O)O)=O	YAVWISVERGTOHY-UHFFFAOYSA-N	chemaxon	valid
1209	C(C)(C(CO)(C(C(CO)O)O)O)=O	ZRDRREGIKATZKR-UHFFFAOYSA-N	chemaxon	valid
1210	C(C(CO)(C(C)(C(CO)O)O)O)=O	GKTMTPGVLHWUGM-UHFFFAOYSA-N	chemaxon	valid
1211	C(C(CO)(CO)O)=O	OUEKYUKJSLEOIU-UHFFFAOYSA-N	chemaxon	valid
1212	C(C(CO)(C(C(CCO)=O)O)O)=O	HGUJAWIVMWUFNF-UHFFFAOYSA-N	chemaxon	valid
1213	C(C(CCO)(C(C=O)(CO)O)O)=O	GQBXKOIZFLUCSO-UHFFFAOYSA-N	chemaxon	valid
1214	C(C(CO)(C(CO)(CCO)O)O)=O	ADRXIHZGXWQTLR-UHFFFAOYSA-N	chemaxon	valid
1215	C(C(C=O)(C(C(CO)O)O)O)=O	JYFWPMDGTNYJDL-UHFFFAOYSA-N	chemaxon	valid
1216	C(C(CO)(C(C(C=O)O)O)O)=O	FKTJJNWXOZJHQY-UHFFFAOYSA-N	chemaxon	valid
1217	C(C(CO)(C(CO)(C)O)O)=O	DWUQTAJMGQSMRJ-UHFFFAOYSA-N	chemaxon	valid
1218	C(C(CO)(C(C(CC=O)O)O)O)=O	VDLJRZMOADZAGS-UHFFFAOYSA-N	chemaxon	valid
1219	C(C(CO)(C(CC(C=O)O)O)O)=O	BANCHOOEZVHOLU-UHFFFAOYSA-N	chemaxon	valid
1220	C(C(CO)(C(C)O)O)=O	JQKDKERJPQSZLX-UHFFFAOYSA-N	chemaxon	valid
1221	C(C(CO)(C(CN)O)O)=O	MMZWUQKSIXGQLM-UHFFFAOYSA-N	chemaxon	valid
1222	C(C(C(C)=O)(C(CO)(CN)O)O)=O	XWOBYSARRHGXLA-UHFFFAOYSA-N	chemaxon	valid
1223	C(C)(C(CO)(C(CO)(CN)O)O)=O	KRFGBXYVAIEZIW-UHFFFAOYSA-N	chemaxon	valid
1224	C(C(C=O)(C(CO)(CN)O)O)=O	TZFDZVMGBCIULC-UHFFFAOYSA-N	chemaxon	valid
1225	C(C(C(C)=O)(C(C(C)=O)O)O)=O	NPJPUZMTNGDWDJ-UHFFFAOYSA-N	chemaxon	valid
1226	C(C(C)(C(C=O)(C(C)=O)O)O)=O	AYOYZYAFBKYFDR-UHFFFAOYSA-N	chemaxon	valid
1227	C(C)(C(CO)(C(C(C)=O)O)O)=O	QVHLVPFFZOJXII-UHFFFAOYSA-N	chemaxon	valid
1228	C(C(C)(C(C(C)=O)(CO)O)O)=O	DMALJGRNDOXCPP-UHFFFAOYSA-N	chemaxon	valid
1229	C(C(C=O)(C(C(C)=O)O)O)=O	ZJHBMRAPBVOQJJ-UHFFFAOYSA-N	chemaxon	valid
1230	C(C(C=O)(C(C=O)(C)O)O)=O	VWQDHZNZQUDBBY-UHFFFAOYSA-N	chemaxon	valid
1231	C(C(C(C=O)(C(C(C)=O)O)O)O)=O	AQXHBTWHBGDVHN-UHFFFAOYSA-N	chemaxon	valid
1232	C(C(C(C=O)(C(C=O)(C)O)O)O)=O	YIDRDBYAWWWREB-UHFFFAOYSA-N	chemaxon	valid
1233	C(CO)(C(CO)(C(C(C)=O)O)O)=O	ORFSADPJBDQBKG-UHFFFAOYSA-N	chemaxon	valid
1234	C(C(C)(C(C(CO)=O)(CO)O)O)=O	GBGFEXUROWJRME-UHFFFAOYSA-N	chemaxon	valid
1235	C(CN)(C(CO)(C(C(C)=O)O)O)=O	OVMOQWBUWMFBIO-UHFFFAOYSA-N	chemaxon	valid
1236	C(C(C)(C(C(CN)=O)(CO)O)O)=O	IJOTZJGECMIZNS-UHFFFAOYSA-N	chemaxon	valid
1237	C(C(C(CO)N)(C(C(C)=O)O)O)=O	PSEGLNQMVJDDGH-UHFFFAOYSA-N	chemaxon	valid
1238	C(C(C(CO)N)(C(C=O)(C)O)O)=O	WDXLRHHKMOVIBW-UHFFFAOYSA-N	chemaxon	valid
1239	C(C(C=O)(C(CC(CO)=O)O)O)=O	UMWGVSXWXMQAGA-UHFFFAOYSA-N	chemaxon	valid
1240	C(C(C=O)(C(CO)(CC=O)O)O)=O	ZYPXTMKANFDBDN-UHFFFAOYSA-N	chemaxon	valid
1241	C(C(C(C)=O)(C(C=O)O)O)=O	UGRKCTNUSZHQTO-UHFFFAOYSA-N	chemaxon	valid
1242	C(C(C(C)=O)(CO)O)=O	BXHDMMHJHUOSNS-UHFFFAOYSA-N	chemaxon	valid
1243	C(C(C=O)(C(C(C(C)=O)O)O)O)=O	LYLUACCXMKJKOU-UHFFFAOYSA-N	chemaxon	valid
1244	C(C(C=O)(C(C)(C(C=O)O)O)O)=O	NHLMTSPTNABTER-UHFFFAOYSA-N	chemaxon	valid
1245	C(C(C(C(C=O)(C(C)=O)O)O)O)=O	QUTHKNBKHUNHQJ-UHFFFAOYSA-N	chemaxon	valid
1246	C(C(C(C)=O)(C(CO)(C)O)O)=O	QCAMOOCSJLONRY-UHFFFAOYSA-N	chemaxon	valid
1247	C(C(C(C)=O)(C(C)O)O)=O	CAQUGKFWMPMBLJ-UHFFFAOYSA-N	chemaxon	valid
1248	C(C(C(C)=O)(C(CN)O)O)=O	BAZNXRDYVGWQMJ-UHFFFAOYSA-N	chemaxon	valid
1249	C(C(C(C(C)=O)(C(C=O)O)O)O)=O	QOEGVPZEKVWVMN-UHFFFAOYSA-N	chemaxon	valid
1250	C(C(C=O)(C(C=O)O)O)=O	JBXYBBCTMLVIIY-UHFFFAOYSA-N	chemaxon	valid
1251	C(C(C(C=O)(C(C=O)O)O)O)=O	PEUCCVRLTDQPOO-UHFFFAOYSA-N	chemaxon	valid
1252	C(CO)(C(CO)(C(C=O)O)O)=O	ONKUPIAAQSIAOF-UHFFFAOYSA-N	chemaxon	valid
1253	C(CN)(C(CO)(C(C=O)O)O)=O	PTAKHBNZXUQICD-UHFFFAOYSA-N	chemaxon	valid
1254	C(C(C(CO)O)(C(C=O)O)O)(O)=O	CPMNJGCAWIVCRC-UHFFFAOYSA-N	chemaxon	valid
1255	C(C(C(CO)N)(C(C=O)O)O)=O	LVUYKJPIQOSMEO-UHFFFAOYSA-N	chemaxon	valid
1256	C(C)(C(CO)(CO)O)=O	UBXSGWANZATOLV-UHFFFAOYSA-N	chemaxon	valid
1257	C(C(C=O)(C(C)(C(CO)O)O)O)=O	ATTRCGMYQHXWQP-UHFFFAOYSA-N	chemaxon	valid
1258	C(C(C(C(C(C)=O)(CO)O)O)O)=O	IMXASOOWSOHCMP-UHFFFAOYSA-N	chemaxon	valid
1259	C(C)(C(CO)(C(CO)(C)O)O)=O	RXFAVOSFWUEUKD-UHFFFAOYSA-N	chemaxon	valid
1260	C(C)(C(CO)(C(C)O)O)=O	VGFWQNYTGUGVTP-UHFFFAOYSA-N	chemaxon	valid
1261	C(C)(C(CO)(C(CN)O)O)=O	RCROJAUVTJIVBJ-UHFFFAOYSA-N	chemaxon	valid
1262	C(C(C=O)(CO)O)=O	PSJCBYWZRIGSMR-UHFFFAOYSA-N	chemaxon	valid
1263	C(CO)(C(CO)(CO)O)=O	KNWXMEXZFWGIPP-UHFFFAOYSA-N	chemaxon	valid
1264	C(CC(C(C(CO)(CO)O)=O)O)=O	ONFXONINAYNSTE-UHFFFAOYSA-N	chemaxon	valid
1265	C(C(CO)(CO)O)(CC(CO)=O)=O	AVYMQWBWCDKXBP-UHFFFAOYSA-N	chemaxon	valid
1266	C(CCO)(C(C(CO)=O)(CO)O)=O	MXJGTICBLVHDMN-UHFFFAOYSA-N	chemaxon	valid
1267	C(C(C(C(CCO)O)=O)(CO)O)=O	HXSNTXNGIPYVSK-UHFFFAOYSA-N	chemaxon	valid
1268	C(C)(C(CO)(C(C(CO)=O)O)O)=O	MQNISMMGMQHWSR-UHFFFAOYSA-N	chemaxon	valid
1269	C(C(CO)(C(C(C(C)O)=O)O)O)=O	LKXZMVUMADMPQJ-UHFFFAOYSA-N	chemaxon	valid
1270	C(C(CO)(C(C=O)O)O)(C(C)O)=O	KKPRZVDTJQPQGE-UHFFFAOYSA-N	chemaxon	valid
1271	C(CC(C(C(CO)=O)(CO)O)O)=O	XGQBOWRDIHFRON-UHFFFAOYSA-N	chemaxon	valid
1272	C(CN)(C(CO)(CO)O)=O	SOHAKCGLYBHNOI-UHFFFAOYSA-N	chemaxon	valid
1273	C(CC(C(C(CO)(CO)O)=O)N)=O	UCWQSGQXXCIQKJ-UHFFFAOYSA-N	chemaxon	valid
1274	C(C(CO)(CO)O)(CC(CN)=O)=O	RDLOFZOVNLGDLR-UHFFFAOYSA-N	chemaxon	valid
1275	C(CCO)(C(C(CN)=O)(CO)O)=O	LYTJMFSJLIHYBG-UHFFFAOYSA-N	chemaxon	valid
1276	C(C(C(C(CCO)N)=O)(CO)O)=O	CYXPMTNKKJZACO-UHFFFAOYSA-N	chemaxon	valid
1277	C(C(CO)(C(CC(C=O)N)O)O)=O	MGUIHWVOLCFZEH-UHFFFAOYSA-N	chemaxon	valid
1278	C(C)(C(CO)(C(C(CN)=O)O)O)=O	VUYBONMUUHDRAL-UHFFFAOYSA-N	chemaxon	valid
1279	C(C(CO)(C(C(C(C)N)=O)O)O)=O	JTEFRNQAGMZEMF-UHFFFAOYSA-N	chemaxon	valid
1280	C(C(CO)(C(C=O)O)O)(C(C)N)=O	BEZKHRFGRLSDHZ-UHFFFAOYSA-N	chemaxon	valid
1281	C(CC(C(C(CN)=O)(CO)O)O)=O	HVFQBIHGCUQDSL-UHFFFAOYSA-N	chemaxon	valid
1282	C(CCO)(C(CO)(C(CO)O)O)=O	BIDQJPVZDXOSBC-UHFFFAOYSA-N	chemaxon	valid
1283	C(CC(CO)O)(C(CO)(CO)O)=O	QCDVSDBIUFJQOJ-UHFFFAOYSA-N	chemaxon	valid
1284	C(C(CO)(C(C(CCO)O)O)O)=O	FOXCYVCLJQUINS-UHFFFAOYSA-N	chemaxon	valid
1285	C(C(CO)(C(CO)O)O)(O)=O	OLWXVNDFCZYXTC-UHFFFAOYSA-N	chemaxon	valid
1286	C(CC(C(CO)(C(CO)O)N)=O)=O	OYVQLIOJUBXZCO-UHFFFAOYSA-N	chemaxon	valid
1287	C(C(C(CC(CO)O)=O)(CO)N)=O	NJYCRYJAOIKJQT-UHFFFAOYSA-N	chemaxon	valid
1288	C(CC(C=O)O)(C(CO)(CO)N)=O	ZTBYFQCJIHVLAI-UHFFFAOYSA-N	chemaxon	valid
1289	C(C(CO)(C(C(CCO)=O)N)O)=O	NGZNYTYFQCRIBB-UHFFFAOYSA-N	chemaxon	valid
1290	C(C(CO)(C(C=O)O)N)(CCO)=O	ULOXASNEQJRTBE-UHFFFAOYSA-N	chemaxon	valid
1291	C(C(CO)(C(C(C(C)=O)N)O)O)=O	RUJYYSOMNCTCEK-UHFFFAOYSA-N	chemaxon	valid
1292	C(C(C(C(C(C)=O)(CO)N)O)O)=O	XNBPTPMOKNIAIB-UHFFFAOYSA-N	chemaxon	valid
1293	C(CC=O)(C(C(C)=O)(CO)O)=O	VVXCCQTURTZSPI-UHFFFAOYSA-N	chemaxon	valid
1294	C(C(C(CC(C)=O)=O)(CO)O)=O	IWNINHDIRXDZAV-UHFFFAOYSA-N	chemaxon	valid
1295	C(C(C(CCC=O)=O)(CO)O)=O	MOGNAKNUGMLXGA-UHFFFAOYSA-N	chemaxon	valid
1296	C(C(CO)(C(CC(CO)=O)N)O)=O	VZRWKEIUEJJMMF-UHFFFAOYSA-N	chemaxon	valid
1297	C(C(CO)(C(C(C(C)=O)O)N)O)=O	JJZRKJZRIOOEEC-UHFFFAOYSA-N	chemaxon	valid
1298	C(C(C(C(C(C)=O)(CO)O)N)O)=O	XZWUSCUAEXCPKT-UHFFFAOYSA-N	chemaxon	valid
1299	C(C(CO)(C(C(CC=O)O)N)O)=O	LTEPXLCMRPGBQM-UHFFFAOYSA-N	chemaxon	valid
1300	C1(C(CO)C(C(C(CO)O)O1)O)=O	BZXFOJLOTALOME-UHFFFAOYSA-N	chemaxon	valid
1301	C1(COC(C(CO)O)C1(CO)O)=O	MRKLYHSHJSKZMB-UHFFFAOYSA-N	chemaxon	valid
1302	C1(CC(OC1(CO)C(CO)O)O)=O	PCHKPKWATATZNA-UHFFFAOYSA-N	chemaxon	valid
1303	C(C)(C1(CO)C(C(C(O1)O)O)O)=O	FOFWRAHXDKGPES-UHFFFAOYSA-N	chemaxon	valid
1304	C1(C(CO)C(C(C(CO)O1)O)O)=O	RSSWAEVQLOFGIZ-UHFFFAOYSA-N	chemaxon	valid
1305	C1(COC(CO)C(C1(CO)O)O)=O	NRYVBMRKRKSMEV-UHFFFAOYSA-N	chemaxon	valid
1306	C1(CC(O)OC(CO)C1(CO)O)=O	XFZNHFFYJSPNHU-UHFFFAOYSA-N	chemaxon	valid
1307	C1(CC(CO)OC(C1(CO)O)O)=O	RNYNGTRPDPWDMX-UHFFFAOYSA-N	chemaxon	valid
1308	C1(CC(C(OC1(CO)CO)O)O)=O	ADTHKFMAWMPQFR-UHFFFAOYSA-N	chemaxon	valid
1309	C1(C(CO)C(C(C(CO1)O)O)O)=O	UBWLGULBQHOIJX-UHFFFAOYSA-N	chemaxon	valid
1310	C1(COCC(C(C1(CO)O)O)O)=O	LKJPNKVBNFPDCO-UHFFFAOYSA-N	chemaxon	valid
1311	C1(CC(O)OCC(C1(CO)O)O)=O	QKJAFJNYLNGBNS-UHFFFAOYSA-N	chemaxon	valid
1312	C1(CC(COC(C1(CO)O)O)O)=O	MSVAXIOBNIUBRM-UHFFFAOYSA-N	chemaxon	valid
1313	C1(CC(C(O)OCC1(CO)O)O)=O	TXOUPOGICKIDOY-UHFFFAOYSA-N	chemaxon	valid
1314	C1(CCOC(C(C1(CO)O)O)O)=O	AHNYSYTXHOFAKX-UHFFFAOYSA-N	chemaxon	valid
1315	C(C(C(C=CCO)=O)(CO)O)=O	MEAMAPCLLMMUMH-UHFFFAOYSA-N	chemaxon	valid
1316	C(C=CC(C(CO)(CO)O)=O)=O	FDRNHHBGRYBJAX-UHFFFAOYSA-N	chemaxon	valid
1317	C(C(CO)(C(C(C=C)=O)O)O)=O	ITUYZFAXCHXSFC-UHFFFAOYSA-N	chemaxon	valid
1318	C(C(C(C(C=C)=O)(CO)O)O)=O	RPVJECPAFFSKCS-UHFFFAOYSA-N	chemaxon	valid
1319	C(C(CO)(C(C=CC=O)O)O)=O	QLBBMBPWYBBMBG-UHFFFAOYSA-N	chemaxon	valid
1320	C(C(C(N)=CC(CO)O)(CO)O)=O	PHIOLSUSRGNWOH-UHFFFAOYSA-N	chemaxon	valid
1321	C(C(CO)(C(CO)N)O)=O	JEWROQQYJFAKMC-UHFFFAOYSA-N	chemaxon	valid
1322	C(CC(C(CO)(C(CO)N)O)=O)=O	XXVDOSFKARPDFN-UHFFFAOYSA-N	chemaxon	valid
1323	C(C(C(CC(CO)N)=O)(CO)O)=O	PBHSZOMPQUYWRW-UHFFFAOYSA-N	chemaxon	valid
1324	C(CC(C=O)N)(C(CO)(CO)O)=O	NHDQWPDNMCXPOF-UHFFFAOYSA-N	chemaxon	valid
1325	C(CC(C=O)O)(C(CO)(CN)O)=O	GWXCKXCEGIXIIA-UHFFFAOYSA-N	chemaxon	valid
1326	C(C(CO)(C(C(CCO)=O)O)N)=O	PUYMKLUTCULWCA-UHFFFAOYSA-N	chemaxon	valid
1327	C(C(CO)(C(C=O)N)O)(CCO)=O	VVCJLHQNBNPKTF-UHFFFAOYSA-N	chemaxon	valid
1328	C(C(CO)(C(C(CCN)=O)O)O)=O	FWUYWKQEEMMZDJ-UHFFFAOYSA-N	chemaxon	valid
1329	C(C(CO)(C(C=O)O)O)(CCN)=O	AESQLYDEZPDJMV-UHFFFAOYSA-N	chemaxon	valid
1330	C(C(CO)(C(C(CC=O)N)O)O)=O	MRGAVBREWFFGDG-UHFFFAOYSA-N	chemaxon	valid
1331	C(C(CO)(C1(CC(CO1)O)O)O)=O	PYTMYASCOFYZPD-UHFFFAOYSA-N	chemaxon	valid
1332	C(C1(CO)C(CC(CO)(O1)O)O)=O	GQQJKGYZFJSMCO-UHFFFAOYSA-N	chemaxon	valid
1333	C(C1(CO)C(C(C(C)(O1)O)O)O)=O	LIDKIMGPSRDHEX-UHFFFAOYSA-N	chemaxon	valid
1334	C(C(CO)(C1C(CC(O)O1)O)O)=O	HKWHHBJTCRBGLG-UHFFFAOYSA-N	chemaxon	valid
1335	C(C1(CO)C(C(CC(O1)O)O)O)=O	JQXCXYSXPZYXSD-UHFFFAOYSA-N	chemaxon	valid
1336	C(C(C=O)(C(C(CCO)=O)O)O)=O	AIWGJMNJFGUZAF-UHFFFAOYSA-N	chemaxon	valid
1337	C(C(C=O)(C(C=O)(CCO)O)O)=O	KVQQPWSCKWHTJG-UHFFFAOYSA-N	chemaxon	valid
1338	C(C(C=O)(C(CO)(CCO)O)O)=O	KNVPGCFKFPVNAC-UHFFFAOYSA-N	chemaxon	valid
1339	C(C(C(C)O)(C(C(C)=O)O)O)=O	ARLBFAVZOWIULF-UHFFFAOYSA-N	chemaxon	valid
1340	C(C)(C(C(C)O)(C(C=O)O)O)=O	XNANRWWINILNSI-UHFFFAOYSA-N	chemaxon	valid
1341	C(C(C(CN)O)(C(C(C)=O)O)O)=O	LHJASNYAZPEJBY-UHFFFAOYSA-N	chemaxon	valid
1342	C(C)(C(C(CN)O)(C(C=O)O)O)=O	BBDNEEIHXVLERD-UHFFFAOYSA-N	chemaxon	valid
1343	C(C(C=O)(C(C(C=O)O)O)O)=O	UVZIAOUUMJKLLA-UHFFFAOYSA-N	chemaxon	valid
1344	C(C(C=O)(C(CO)(C)O)O)=O	FNDCADSNRZBCGL-UHFFFAOYSA-N	chemaxon	valid
1345	C(C(C=O)(C(C(CC=O)O)O)O)=O	LWFDDWDABYCXGL-UHFFFAOYSA-N	chemaxon	valid
1346	C(C(C=O)(C(CC(C=O)O)O)O)=O	SHABZOXCVVLHPY-UHFFFAOYSA-N	chemaxon	valid
1347	C(C(C=O)(C(C)O)O)=O	NRYAXQAKSNEGHX-UHFFFAOYSA-N	chemaxon	valid
1348	C(C(C=O)(C(CN)O)O)=O	CJILUOFXEWSEGK-UHFFFAOYSA-N	chemaxon	valid
1349	C(C(C(CO)(C)O)(C(C=O)O)O)=O	VDAVSYQTCXFZHE-UHFFFAOYSA-N	chemaxon	valid
1350	C(CO)(C(CO)(C(CO)(C)O)O)=O	SRGKLKPGBPSFGZ-UHFFFAOYSA-N	chemaxon	valid
1351	C(CN)(C(CO)(C(CO)(C)O)O)=O	NNJJYDJWDCDSSM-UHFFFAOYSA-N	chemaxon	valid
1352	C(C(C(CO)N)(C(CO)(C)O)O)=O	JNNCFGODZUGUSX-UHFFFAOYSA-N	chemaxon	valid
1353	C(C(C(C)O)(C(C=O)O)O)=O	NMHIUKCEPXGTRP-UHFFFAOYSA-N	chemaxon	valid
1354	C(C(C(CN)O)(C(C=O)O)O)=O	MDRZDIUOUABHGE-UHFFFAOYSA-N	chemaxon	valid
1355	C(CO)(C(CO)(C(C)O)O)=O	CLUAZGGJJOMMPW-UHFFFAOYSA-N	chemaxon	valid
1356	C(CN)(C(CO)(C(C)O)O)=O	LXEQBUDYXACQMF-UHFFFAOYSA-N	chemaxon	valid
1357	C(C(C(CO)O)(C(C)O)O)(O)=O	NSHQOFYXNBNQAJ-UHFFFAOYSA-N	chemaxon	valid
1358	C(CC=O)(C(C(C)=O)(C(C)O)O)=O	YPBUUDQDLPRCMN-UHFFFAOYSA-N	chemaxon	valid
1359	C(C(C(CC(C)=O)=O)(C(C)O)O)=O	CXYLKRBEUXDMTQ-UHFFFAOYSA-N	chemaxon	valid
1360	C(C(C(CCC=O)=O)(C(C)O)O)=O	SBCZYQYTSBABTM-UHFFFAOYSA-N	chemaxon	valid
1361	C(C(C(C=CCO)=O)(C(C)O)O)=O	OAHMYEINNXIFRN-UHFFFAOYSA-N	chemaxon	valid
1362	C(C=CC(C(CO)(C(C)O)O)=O)=O	RETMSDGXZLLHHS-UHFFFAOYSA-N	chemaxon	valid
1363	C(C(C(C)O)(C(C(C=C)=O)O)O)=O	BUJGTODNYSALTF-UHFFFAOYSA-N	chemaxon	valid
1364	C(C(C(C(C=C)=O)(C(C)O)O)O)=O	BXKKVNWWAQHIMR-UHFFFAOYSA-N	chemaxon	valid
1365	C(C(C(C)O)(C(C=CC=O)O)O)=O	VBDPSAFIKLAKNF-UHFFFAOYSA-N	chemaxon	valid
1366	C(C(C(C)O)(C(CO)N)O)=O	ZVWOARHSYMVKBY-UHFFFAOYSA-N	chemaxon	valid
1367	C(CO)(C(CO)(C(CN)O)O)=O	MXJGUMSNHVOHEF-UHFFFAOYSA-N	chemaxon	valid
1368	C(CN)(C(CO)(C(CN)O)O)=O	OCBNLNPQANMTKT-UHFFFAOYSA-N	chemaxon	valid
1369	C(C(C(CO)O)(C(CN)O)O)(O)=O	OMTSNDLKXYYFAT-UHFFFAOYSA-N	chemaxon	valid
1370	C(C(C(CN)O)(C(CO)N)O)=O	RASQNAXRXNXRFZ-UHFFFAOYSA-N	chemaxon	valid
1371	C(C(CO)(C(CO)O)O)=O	XUSNIIKGKKSRDZ-UHFFFAOYSA-N	chemaxon	valid
1372	C(C(C(C)=O)(C(CO)O)O)=O	UZMKAOBHDMJGHD-UHFFFAOYSA-N	chemaxon	valid
1373	C(C)(C(CO)(C(CO)O)O)=O	PMOJLRZULAMBAW-UHFFFAOYSA-N	chemaxon	valid
1374	C(C(C(CO)O)(C(C(C)=O)O)O)=O	DDWCBLYNAASIMF-UHFFFAOYSA-N	chemaxon	valid
1375	C(C)(C(C(CO)O)(C(C=O)O)O)=O	YOQLZDKVORQBMA-UHFFFAOYSA-N	chemaxon	valid
1376	C(C(C=O)(C(CO)O)O)=O	YISRPXDHUJCRAD-UHFFFAOYSA-N	chemaxon	valid
1377	C(C(C(CO)O)(C(C=O)O)O)=O	MDXJYSDVRFRGDI-UHFFFAOYSA-N	chemaxon	valid
1378	C(CO)(C(CO)(C(CO)O)O)=O	DGMRXHQLISIJSG-UHFFFAOYSA-N	chemaxon	valid
1379	C(CN)(C(CO)(C(CO)O)O)=O	CSUKPWGXJYCOEK-UHFFFAOYSA-N	chemaxon	valid
1380	C(C(C(CO)O)(C(CO)N)O)=O	GGVIZMXAHBFYNO-UHFFFAOYSA-N	chemaxon	valid
1381	C(C(C(CO)O)(C(C=O)(C)O)O)=O	UWHOOGOQCXQIQF-UHFFFAOYSA-N	chemaxon	valid
